SMILES,pChEMBL Predicted
Cc1cc(O)c2cc3c(C(=O)N4CCC(C)CC4)cnc(N)c3nc2c1,6.4674416987101235
COc1cc(C)c(Cc2n[nH]nc2-c2ccc(C3=NN=CC3)s2)cc1O,6.2417833479245495
COC(c1ccc2ncc3ccc4c(c3c2c1)C=C(C)C4=O)N1CCCC1,6.435858341058096
O=C(Cn1c(=O)n2c3ccccc3cc2c2cnccc21)N1CCOCC1,6.361407177561805
CN1N=C(Cc2cc(C3=CC=NC3)cnc2O)NC1=Cc1cccc(N)c1,6.638816641569138
O=C(Cn1c(=O)n2c3ccccc3cc2c2cnccc21)N1CCCCC1,6.236007181519553
O=C1N=c2c3c4c(ncc-4c(=O)n4c2=NCC4CO)N=C2C(O)=CC=C1C23,5.951600013971329
COc1ccc(-n2ccc3nc(N)c4cc(C(=O)O)cnc4c3c2=O)cc1,6.15560834646225
O=C1N=CCc2c1cc1c3cnccc3n(CCN3CCOCC3)c(=O)n21,6.530116676886876
COc1cccc(NC2=NC(=O)C3=CC=C(C4CC=NC4=O)C3=C2)c1OC,6.04059001493454
O=C(O)CN1CC(NC2=CC=C3C(=CC=C3C3CC=NC3=O)C2=O)CC1=O,6.104118970326015
COC(=O)NC(C(=O)O)c1ccc2ncc3ccc4c(ccn4C)c3c2c1,6.190013373851777
CC(CNC1=CC=C2CC(C(=O)O)=CC(OC3CCC(O)C3)=C21)CC(=O)O,5.660801748896401
COC1=CC=C2C3=c4c(n[nH]c4=NC4=Cc5cc(OC)ccc5C42)C=CC13,5.724110015630722
COc1nc2c3c(nc(N)c2cc1C(=O)O)CCN(c1ccccc1)C3=O,5.426344430181715
CC1=Cc2c(ccc3cnc4ccc(C(=O)N5CCCCC5)cc4c23)C1=O,6.255025033156077
CN(C(=O)CC(CO)Nc1cc2sc(C(N)=O)cc2nn1)C1CCNCC1,6.258050022125244
Cc1ccccc1N(CC(=O)O)C1=NC(=O)C2=CC=C(c3ccoc3)C2=C1,5.479622957773903
CCCO[C@@H](COCN1NCCC(=C=CCC=C=CN(C)CCC)[C@H]1C(=O)N(C)C(C)=O)[C@H](CCS(C)([O])[O])CNS([O])([O])CC1=CC[C@@H](C(C)=O)C(C(C)C)=C1,5.758870039145152
CCN(CCCCOC)[C@H]1CO[C@H](C=C[C@@H](O)COP([O])[O])N2CC(C)C[C@@H]2[C@H]1C,6.127731948511942
C[C@H]1CC(=O)N2C(CO)=CC=C3C(=C=CNCC[C@@H]4CC[C@H]1C4)[C@H](O)[C@@H]1C=C[C@H](Cl)C=C1C=C3C2CCC(=O)O,5.714013632191552
CCC1CC2=C(C1)[C@@H](c1ccccc1)C(=O)N[C@H](CC(C)C)[C@@H]1[C@H](O)C(=O)N3C/C(=[C]\C(=O)OC)N(C2)[C@]13O,5.861780273967319
C[C@H]1CC(=O)N2C(CO)=CC=C3C(=C=CNCC[C@@H]4CC[C@H]1C4)[C@H](O)[C@@H]1C=C[C@H](Cl)C=C1C=C3C2CCC(=O)O,5.714013632191552
CCCCC[C@H](O)[C@@H]1C(C)=C(C)C[C@@H](C=C(C)O)[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,6.09593259603258
C[C@H]1CC(=O)N2C(CO)=CC=C3C(=C=CNCC[C@@H]4CC[C@H]1C4)[C@H](O)[C@@H]1C=C[C@H](Cl)C=C1C=C3C2CCC(=O)O,5.714013632191552
CCCO[C@@H](COCN1NCCC(=C=CCC=C=CN(C)CCC)[C@H]1C(=O)N(C)C(C)=O)[C@H](CCS(C)([O])[O])CNS([O])([O])CC1=CC[C@@H](C(C)=O)C(C(C)C)=C1,5.758870039145152
CCN(CCCCOC)[C@H]1CO[C@H](C=C[C@@H](O)COP([O])[O])N2CC(C)C[C@@H]2[C@H]1C,6.127731948511942
CCCCC[C@H](O)[C@@H]1C(C)=C(C)C[C@@H](C=C(C)O)[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,6.09593259603258
CCN(CCCCOC)[C@H]1CO[C@H](C=C[C@@H](O)COP([O])[O])N2CC(C)C[C@@H]2[C@H]1C,6.127731948511942
CCCCC[C@H](O)[C@@H]1C(C)=C(C)C[C@@H](C=C(C)O)[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,6.09593259603258
CCC1CC2=C(C1)[C@@H](c1ccccc1)C(=O)N[C@H](CC(C)C)[C@@H]1[C@H](O)C(=O)N3C/C(=[C]\C(=O)OC)N(C2)[C@]13O,5.861780273967319
CCN(CCCCOC)[C@H]1CO[C@H](C=C[C@@H](O)COP([O])[O])N2CC(C)C[C@@H]2[C@H]1C,6.127731948511942
CCCO[C@@H](COCN1NCCC(=C=CCC=C=CN(C)CCC)[C@H]1C(=O)N(C)C(C)=O)[C@H](CCS(C)([O])[O])CNS([O])([O])CC1=CC[C@@H](C(C)=O)C(C(C)C)=C1,5.758870039145152
CCCCC[C@H](O)[C@@H]1C(C)=C(C)C[C@@H](C=C(C)O)[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,6.09593259603258
C[C@H]1CC(=O)N2C(CO)=CC=C3C(=C=CNCC[C@@H]4CC[C@H]1C4)[C@H](O)[C@@H]1C=C[C@H](Cl)C=C1C=C3C2CCC(=O)O,5.714013632191552
CCCO[C@@H](COCN1NCCC(=C=CCC=C=CN(C)CCC)[C@H]1C(=O)N(C)C(C)=O)[C@H](CCS(C)([O])[O])CNS([O])([O])CC1=CC[C@@H](C(C)=O)C(C(C)C)=C1,5.758870039145152
CCC1CC2=C(C1)[C@@H](c1ccccc1)C(=O)N[C@H](CC(C)C)[C@@H]1[C@H](O)C(=O)N3C/C(=[C]\C(=O)OC)N(C2)[C@]13O,5.861780273967319
C[C@H]1CC(=O)N2C(CO)=CC=C3C(=C=CNCC[C@@H]4CC[C@H]1C4)[C@H](O)[C@@H]1C=C[C@H](Cl)C=C1C=C3C2CCC(=O)O,5.714013632191552
